"";"NDepto";"NMpio";"PP";"ZZ";"Npuesto";"num_mesas";"num_votos"
"1314";"ATLANTICO";"SABANALARGA";"01";2;"COL. MARCO FIDEL SUAREZ";28;7172
"1315";"ATLANTICO";"SABANALARGA";"01";90;"IE INDUSTRIAL SD JOSE EUSEBIO CARO";4;1581
"1316";"ATLANTICO";"SABANALARGA";"01";98;"CARCEL DEL CIRCUITO JUDICIAL";1;18
"1317";"ATLANTICO";"SABANALARGA";"01";99;"AGUADA DE PABLO";9;2426
"1318";"ATLANTICO";"SABANALARGA";"02";1;"CENTRO DESARROLLOVECINAL";23;6460
"1319";"ATLANTICO";"SABANALARGA";"02";2;"ANEXA SANTA TERESITA";18;4474
"1320";"ATLANTICO";"SABANALARGA";"03";1;"UPA";20;5445
"1321";"ATLANTICO";"SABANALARGA";"03";2;"COLEGIO DE BACHILLERATO FEMEN";32;8508
"1322";"ATLANTICO";"SABANALARGA";"05";99;"CASCAJAL";6;1566
"1323";"ATLANTICO";"SABANALARGA";"09";99;"COLOMBIA";4;1084
"1324";"ATLANTICO";"SABANALARGA";"11";99;"GALLEGO";4;942
"1325";"ATLANTICO";"SABANALARGA";"13";99;"ISABEL LOPEZ";6;1589
"1326";"ATLANTICO";"SABANALARGA";"17";99;"LA PEÑA (GUAJARO)";10;2379
"1327";"ATLANTICO";"SABANALARGA";"25";99;"MOLINERO";5;1202
"1328";"ATLANTICO";"SANTA LUCIA";"00";0;"PUESTO CABECERA MUNICIPAL";28;6549
"1329";"ATLANTICO";"SANTA LUCIA";"01";99;"ALGODONAL";3;745
"1330";"ATLANTICO";"SANTO TOMAS";"01";1;"INST. EDUC. DIVERS. ORIENTAL";22;5060
"1331";"ATLANTICO";"SANTO TOMAS";"01";2;"INST. EDUC. TECN. COMERCIAL";22;5422
"1332";"ATLANTICO";"SANTO TOMAS";"01";99;"UVITO";1;56
"1333";"ATLANTICO";"SANTO TOMAS";"02";1;"INST. EDU. DIV. ORIENTAL SED4";17;4315
"1334";"ATLANTICO";"SANTO TOMAS";"02";2;"I. E. TECN. COMERCIAL SEDE 3";17;3861
"1335";"ATLANTICO";"SOLEDAD";"01";1;"IE TECNICO LA ENSEÑANZA";13;2869
"1336";"ATLANTICO";"SOLEDAD";"01";2;"I.E.DOLORES MARIA UCROS";27;4958
"1337";"ATLANTICO";"SOLEDAD";"01";3;"I.E.SAGRADO CORAZON S.MARGARIT";24;5030
"1338";"ATLANTICO";"SOLEDAD";"01";4;"I.E.VISTA HERMOSA";3;601
"1339";"ATLANTICO";"SOLEDAD";"01";5;"COLEGIO SAGRADA SABIDURIA";21;4654
"1340";"ATLANTICO";"SOLEDAD";"01";6;"I.E.NOROCCIDENTAL DE SOLEDAD";16;3445
"1341";"ATLANTICO";"SOLEDAD";"01";7;"LICEO SAN GABRIEL";9;1677
"1342";"ATLANTICO";"SOLEDAD";"01";8;"INS. MIXTO LA CANDELARIA NO. 2";4;690
"1343";"ATLANTICO";"SOLEDAD";"01";9;"COLEGIO LICEO NACIONAL";9;1630
"1344";"ATLANTICO";"SOLEDAD";"01";10;"I.E.TAJAMAR";16;3458
"1345";"ATLANTICO";"SOLEDAD";"01";90;"I.E.LUIS R.CAPARROSO";12;2684
"1346";"ATLANTICO";"SOLEDAD";"02";1;"I.E.INOBASOL - SEDE 2";19;3912
"1347";"ATLANTICO";"SOLEDAD";"02";2;"I.E.NTRA.SRA LAS MISERICORDIAS";36;6782
"1348";"ATLANTICO";"SOLEDAD";"02";3;"I.E.SAGRADO CORAZON";18;3485
"1349";"ATLANTICO";"SOLEDAD";"02";4;"I.E.FCO.JOSE CALDAS - COSTA H.";17;2809
"1350";"ATLANTICO";"SOLEDAD";"02";5;"I.E.INEM MIGUEL ANTONIO CARO";32;5492
"1351";"ATLANTICO";"SOLEDAD";"02";6;"I.E.TEC.I.YCOMERCIAL SEDES 1Y2";29;5635
"1352";"ATLANTICO";"SOLEDAD";"02";7;"C.ARQUIDIOCESANO SAN PANCRACIO";20;3955
"1353";"ATLANTICO";"SOLEDAD";"02";8;"I.E.TEC.JOSE CASTILLO BOLIVAR";42;9459
"1354";"ATLANTICO";"SOLEDAD";"02";9;"LICEO MIXTO SAN JOSE";22;4307
"1355";"ATLANTICO";"SOLEDAD";"02";10;"NUEVO COLEGIO MARIA MONTESSORI";13;2609
"1356";"ATLANTICO";"SOLEDAD";"03";1;"I.E. DOLORES MA.UCROS - SEDE 3";16;3126
"1357";"ATLANTICO";"SOLEDAD";"03";2;"I.E.JHON F. KENNEDY";22;5181
"1358";"ATLANTICO";"SOLEDAD";"03";3;"I.E.ANTONIO RAMON MORENO";17;3942
"1359";"ATLANTICO";"SOLEDAD";"03";4;"I.E.TEC.MICROEMPRES.DE SOLEDAD";48;8514
"1360";"ATLANTICO";"SOLEDAD";"03";5;"I.E.FRANCISCO JOSE DE CALDAS";25;4397
"1361";"ATLANTICO";"SOLEDAD";"03";6;"INSTITUTO MONSALVE NEWLOVE";30;6195
"1362";"ATLANTICO";"SOLEDAD";"03";7;"I.E.MARIA MONTESSORI";18;3357
"1363";"ATLANTICO";"SOLEDAD";"03";8;"I.E.BICENTENARIO DE SOLEDAD";32;7115
"1364";"ATLANTICO";"SOLEDAD";"03";9;"INSTITUTO TECNICO EDGAR MORIN";11;2197
"1365";"ATLANTICO";"SOLEDAD";"03";10;"I.E.TECNICA MANUELA BELTRAN";19;4318
"1366";"ATLANTICO";"SOLEDAD";"04";1;"I.E. INOBASOL";12;2354
"1367";"ATLANTICO";"SOLEDAD";"04";3;"I.E.TEC.MARIA AUXILIADORA";18;3189
"1368";"ATLANTICO";"SOLEDAD";"04";6;"I.E.CONTINENTAL DEL CARIBE";15;2994
"1369";"ATLANTICO";"SOLEDAD";"04";7;"I.E.VILLA ESTADIO";22;4656
"1370";"ATLANTICO";"SOLEDAD";"04";9;"I.E.JESUS MAESTRO F.M.S.D";23;4495
"1371";"ATLANTICO";"SOLEDAD";"04";10;"I.E.NUESTRA SEÑORA DEL CARMEN";10;1813
"1372";"ATLANTICO";"SOLEDAD";"05";1;"I.E.JOSEFA DONADO";19;3866
"1373";"ATLANTICO";"SOLEDAD";"05";9;"COL.METROPOLIT.DE SOLEDAD 2000";26;5483
"1374";"ATLANTICO";"SUAN";"00";0;"PUESTO CABECERA MUNICIPAL";29;6727
"1375";"ATLANTICO";"TUBARA";"00";0;"PUESTO CABECERA MUNICIPAL";20;5259
"1376";"ATLANTICO";"TUBARA";"01";99;"CUATRO BOCAS";3;602
"1377";"ATLANTICO";"TUBARA";"05";99;"EL MORRO";4;928
"1378";"ATLANTICO";"TUBARA";"09";99;"GUAIMARAL";2;382
"1379";"ATLANTICO";"TUBARA";"13";99;"JUARUCO";1;279
"1380";"ATLANTICO";"USIACURI";"00";0;"PUESTO CABECERA MUNICIPAL";23;6496
"1381";"BOGOTA D.C.";"BOGOTA. D.C.";"01";1;"USAQUÉN";105;14758
"1382";"BOGOTA D.C.";"BOGOTA. D.C.";"01";2;"CHICO NORTE";73;7879
"1383";"BOGOTA D.C.";"BOGOTA. D.C.";"01";3;"CAMILO TORRES";20;3012
"1384";"BOGOTA D.C.";"BOGOTA. D.C.";"01";4;"LAS BRISAS";17;2113
"1385";"BOGOTA D.C.";"BOGOTA. D.C.";"01";5;"USME";38;4704
"1386";"BOGOTA D.C.";"BOGOTA. D.C.";"01";6;"TUNJUELITO A";45;5618
"1387";"BOGOTA D.C.";"BOGOTA. D.C.";"01";7;"BOSA";103;12502
"1388";"BOGOTA D.C.";"BOGOTA. D.C.";"01";8;"CLASS";36;4731
"1389";"BOGOTA D.C.";"BOGOTA. D.C.";"01";9;"FONTIBON";93;15391
"1390";"BOGOTA D.C.";"BOGOTA. D.C.";"01";10;"BOYACA";57;7705
"1391";"BOGOTA D.C.";"BOGOTA. D.C.";"01";11;"COLEGIO AGUSTINIANO DE SUBA";127;19955
"1392";"BOGOTA D.C.";"BOGOTA. D.C.";"01";12;"LA CASTELLANA";35;7276
"1393";"BOGOTA D.C.";"BOGOTA. D.C.";"01";13;"DIVINO SALVADOR";23;3327
"1394";"BOGOTA D.C.";"BOGOTA. D.C.";"01";14;"SANTA FE";33;4464
"1395";"BOGOTA D.C.";"BOGOTA. D.C.";"01";15;"POLICARPA";26;4522
"1396";"BOGOTA D.C.";"BOGOTA. D.C.";"01";16;"DELICIAS MUZU";34;5601
"1397";"BOGOTA D.C.";"BOGOTA. D.C.";"01";17;"LA CONCORDIA";32;4888
"1398";"BOGOTA D.C.";"BOGOTA. D.C.";"01";18;"CLARET";31;4678
"1399";"BOGOTA D.C.";"BOGOTA. D.C.";"01";19;"LUCERO DEL SUR";52;6011
"1400";"BOGOTA D.C.";"BOGOTA. D.C.";"01";20;"SAN JUAN DE SUMAPAZ";3;401
"1401";"BOGOTA D.C.";"BOGOTA. D.C.";"01";90;"PUESTO CENSO(FERIA EXPOSICION";394;55332
"1402";"BOGOTA D.C.";"BOGOTA. D.C.";"01";98;"PENITENCIARIA LA PICOTA";2;236
"1403";"BOGOTA D.C.";"BOGOTA. D.C.";"02";1;"LA CITA";87;14542
"1404";"BOGOTA D.C.";"BOGOTA. D.C.";"02";2;"CHICO RESERVADO";49;6579
"1405";"BOGOTA D.C.";"BOGOTA. D.C.";"02";3;"LA PERSEVERANCIA";21;3107
"1406";"BOGOTA D.C.";"BOGOTA. D.C.";"02";4;"SANTA ANA SUR";21;3617
"1407";"BOGOTA D.C.";"BOGOTA. D.C.";"02";5;"EL DESTINO";7;480
"1408";"BOGOTA D.C.";"BOGOTA. D.C.";"02";6;"FATIMA ""A""";44;7476
"1409";"BOGOTA D.C.";"BOGOTA. D.C.";"02";7;"VILLA DEL RIO";44;7241
"1410";"BOGOTA D.C.";"BOGOTA. D.C.";"02";8;"ROMA";74;13278
"1411";"BOGOTA D.C.";"BOGOTA. D.C.";"02";9;"VILLEMAR";38;6953
"1412";"BOGOTA D.C.";"BOGOTA. D.C.";"02";10;"ENGATIVA";78;12440
"1413";"BOGOTA D.C.";"BOGOTA. D.C.";"02";11;"AFIDRO LAS PALMAS";46;7006
"1414";"BOGOTA D.C.";"BOGOTA. D.C.";"02";12;"RIONEGRO";30;5654
"1415";"BOGOTA D.C.";"BOGOTA. D.C.";"02";13;"SAN LUIS";19;2937
"1416";"BOGOTA D.C.";"BOGOTA. D.C.";"02";14;"SAMPER MENDOZA";23;3065
"1417";"BOGOTA D.C.";"BOGOTA. D.C.";"02";15;"CIUDAD BERNA";19;3349
"1418";"BOGOTA D.C.";"BOGOTA. D.C.";"02";16;"CIUDAD MONTES";39;7097
"1419";"BOGOTA D.C.";"BOGOTA. D.C.";"02";17;"ALCALDIA MAYOR";52;7486
"1420";"BOGOTA D.C.";"BOGOTA. D.C.";"02";18;"INGLES";34;5169
"1421";"BOGOTA D.C.";"BOGOTA. D.C.";"02";19;"SAN JOAQUIN DEL VATICANO";30;3350
"1422";"BOGOTA D.C.";"BOGOTA. D.C.";"02";20;"NAZARETH";3;336
"1423";"BOGOTA D.C.";"BOGOTA. D.C.";"02";98;"CARCEL DISTRITAL JUDICIAL MODE";2;157
"1424";"BOGOTA D.C.";"BOGOTA. D.C.";"03";1;"LA URIBE";34;7234
"1425";"BOGOTA D.C.";"BOGOTA. D.C.";"03";2;"CHICO LICEO FRANCES LOUIS PAST";40;9631
"1426";"BOGOTA D.C.";"BOGOTA. D.C.";"03";3;"POLICARPA SALAVARRIETA";17;2903
"1427";"BOGOTA D.C.";"BOGOTA. D.C.";"03";4;"SAN CRISTOBAL SUR";47;6926
"1428";"BOGOTA D.C.";"BOGOTA. D.C.";"03";5;"MONTEBLANCO";31;4473
"1429";"BOGOTA D.C.";"BOGOTA. D.C.";"03";6;"ABRAHAM LINCOLN";18;2527
"1430";"BOGOTA D.C.";"BOGOTA. D.C.";"03";7;"JOSE ANTONIO GALAN";33;5457
"1431";"BOGOTA D.C.";"BOGOTA. D.C.";"03";8;"PERPETUO SOCORRO";30;4858
"1432";"BOGOTA D.C.";"BOGOTA. D.C.";"03";9;"HAYUELOS CENTRO COMERCIAL";44;10442
"1433";"BOGOTA D.C.";"BOGOTA. D.C.";"03";10;"NORMANDIA";44;8131
"1434";"BOGOTA D.C.";"BOGOTA. D.C.";"03";11;"COL. VILLA ELISA SEDES C Y D";32;5394
"1435";"BOGOTA D.C.";"BOGOTA. D.C.";"03";12;"PATRIA";9;1552
"1436";"BOGOTA D.C.";"BOGOTA. D.C.";"03";13;"EL CAMPIN";16;2672
"1437";"BOGOTA D.C.";"BOGOTA. D.C.";"03";14;"COLSEGUROS";18;3403
"1438";"BOGOTA D.C.";"BOGOTA. D.C.";"03";15;"SAN ANTONIO";24;4384
"1439";"BOGOTA D.C.";"BOGOTA. D.C.";"03";16;"SANTA MATILDE";28;5644
"1440";"BOGOTA D.C.";"BOGOTA. D.C.";"03";17;"EGIPTO";21;3564
"1441";"BOGOTA D.C.";"BOGOTA. D.C.";"03";18;"BRAVO PAEZ";17;2725
"1442";"BOGOTA D.C.";"BOGOTA. D.C.";"03";19;"PASQUILLA";6;507
"1443";"BOGOTA D.C.";"BOGOTA. D.C.";"03";20;"BETANIA";3;215
"1444";"BOGOTA D.C.";"BOGOTA. D.C.";"03";98;"RECLUSION DE MUJERES EL BUEN P";1;70
"1445";"BOGOTA D.C.";"BOGOTA. D.C.";"04";1;"EL VERBENAL II SECTOR";50;9743
"1446";"BOGOTA D.C.";"BOGOTA. D.C.";"04";2;"ANTIGUO COUNTRY PLAZOLETA CARU";39;8515
"1447";"BOGOTA D.C.";"BOGOTA. D.C.";"04";3;"PALACIO SAN FRANCISCO";37;5472
"1448";"BOGOTA D.C.";"BOGOTA. D.C.";"04";4;"LAS MERCEDES";26;4587
"1449";"BOGOTA D.C.";"BOGOTA. D.C.";"04";5;"SANTA MARTA";21;3361
"1450";"BOGOTA D.C.";"BOGOTA. D.C.";"04";6;"SAN CARLOS";41;7104
"1451";"BOGOTA D.C.";"BOGOTA. D.C.";"04";7;"LA AMISTAD";36;5919
"1452";"BOGOTA D.C.";"BOGOTA. D.C.";"04";8;"CATALINA";34;6225
"1453";"BOGOTA D.C.";"BOGOTA. D.C.";"04";9;"BELEN";30;5757
"1454";"BOGOTA D.C.";"BOGOTA. D.C.";"04";10;"BOSQUE POPULAR";23;4538
"1455";"BOGOTA D.C.";"BOGOTA. D.C.";"04";11;"EL RINCON";78;11645
"1456";"BOGOTA D.C.";"BOGOTA. D.C.";"04";12;"GAITAN";20;3455
"1457";"BOGOTA D.C.";"BOGOTA. D.C.";"04";13;"NICOLAS DE FEDERMAN";21;4455
"1458";"BOGOTA D.C.";"BOGOTA. D.C.";"04";14;"ESTACION DE LA SABANA";17;2041
"1459";"BOGOTA D.C.";"BOGOTA. D.C.";"04";15;"LUNA PARK";12;1992
"1460";"BOGOTA D.C.";"BOGOTA. D.C.";"04";16;"LA ASUNCION";24;4970
"1461";"BOGOTA D.C.";"BOGOTA. D.C.";"04";17;"ARCHIVO DISTRITAL";21;3445
"1462";"BOGOTA D.C.";"BOGOTA. D.C.";"04";18;"LIBERTADOR II";15;2674
"1463";"BOGOTA D.C.";"BOGOTA. D.C.";"04";19;"EL TESORO";26;3101
"1464";"BOGOTA D.C.";"BOGOTA. D.C.";"04";20;"LA UNION";2;211
"1465";"BOGOTA D.C.";"BOGOTA. D.C.";"04";98;"CARCEL DISTRITAL";1;83
"1466";"BOGOTA D.C.";"BOGOTA. D.C.";"05";1;"LIJACA";39;6980
"1467";"BOGOTA D.C.";"BOGOTA. D.C.";"05";2;"UNIVERSIDAD EAN";27;5915
"1468";"BOGOTA D.C.";"BOGOTA. D.C.";"05";3;"BIBLIOTECA DISTRITAL ANTONIO N";15;1754
"1469";"BOGOTA D.C.";"BOGOTA. D.C.";"05";4;"SAN BLAS";38;6246
"1470";"BOGOTA D.C.";"BOGOTA. D.C.";"05";5;"SANTA LIBRADA";56;8272
"1471";"BOGOTA D.C.";"BOGOTA. D.C.";"05";6;"SAN BENITO";33;5282
"1472";"BOGOTA D.C.";"BOGOTA. D.C.";"05";7;"CARLOS ALBAN";52;8827
"1473";"BOGOTA D.C.";"BOGOTA. D.C.";"05";8;"CASABLANCA 32";53;9471
"1474";"BOGOTA D.C.";"BOGOTA. D.C.";"05";9;"SAN PABLO LA PERLA";21;3495
"1475";"BOGOTA D.C.";"BOGOTA. D.C.";"05";10;"EL GUALI";15;2851
"1476";"BOGOTA D.C.";"BOGOTA. D.C.";"05";11;"COL. ALBERTO LLERAS CAMARGO";59;10926
"1477";"BOGOTA D.C.";"BOGOTA. D.C.";"05";12;"ENTRE RIOS";15;3176
"1478";"BOGOTA D.C.";"BOGOTA. D.C.";"05";13;"PABLO VI";35;7511
"1479";"BOGOTA D.C.";"BOGOTA. D.C.";"05";14;"RICAURTE";27;3914
"1480";"BOGOTA D.C.";"BOGOTA. D.C.";"05";15;"CIUDAD JARDIN";39;7313
"1481";"BOGOTA D.C.";"BOGOTA. D.C.";"05";16;"ALCALDIA PUENTE ARANDA";37;7293
"1482";"BOGOTA D.C.";"BOGOTA. D.C.";"05";17;"MURILLO TORO";4;880
"1483";"BOGOTA D.C.";"BOGOTA. D.C.";"05";18;"CENTENARIO";25;3440
"1484";"BOGOTA D.C.";"BOGOTA. D.C.";"05";19;"MEXICO";37;4627
"1485";"BOGOTA D.C.";"BOGOTA. D.C.";"06";1;"SAN ANTONIO UNIÓN COLOMBIA";34;6642
"1486";"BOGOTA D.C.";"BOGOTA. D.C.";"06";2;"UNIVERSIDAD SERGIO ARBOLEDA";15;2824
"1487";"BOGOTA D.C.";"BOGOTA. D.C.";"06";3;"LOS LACHES";20;3048
"1488";"BOGOTA D.C.";"BOGOTA. D.C.";"06";4;"PRIMERA DE MAYO";19;3384
"1489";"BOGOTA D.C.";"BOGOTA. D.C.";"06";5;"ALMIRANTE PADILLA";46;8035
"1490";"BOGOTA D.C.";"BOGOTA. D.C.";"06";6;"EL TUNAL ""A""";51;8638
"1491";"BOGOTA D.C.";"BOGOTA. D.C.";"06";7;"LA LIBERTAD";83;13083
"1492";"BOGOTA D.C.";"BOGOTA. D.C.";"06";8;"BRITALIA";49;7533
"1493";"BOGOTA D.C.";"BOGOTA. D.C.";"06";9;"VERSALLES";54;9926
"1494";"BOGOTA D.C.";"BOGOTA. D.C.";"06";10;"EL LUJAN";29;5969
"1495";"BOGOTA D.C.";"BOGOTA. D.C.";"06";11;"TIBABUYES UNIVERSAL";39;7167
"1496";"BOGOTA D.C.";"BOGOTA. D.C.";"06";12;"IED TOMÁS CARRASQUILLA - SEDE";42;8473
"1497";"BOGOTA D.C.";"BOGOTA. D.C.";"06";13;"EL SALITRE";14;2692
"1498";"BOGOTA D.C.";"BOGOTA. D.C.";"06";14;"LA ESTANZUELA";30;4740
"1499";"BOGOTA D.C.";"BOGOTA. D.C.";"06";15;"RESTREPO A";35;5195
"1500";"BOGOTA D.C.";"BOGOTA. D.C.";"06";16;"LA PRIMAVERA";37;6635
"1501";"BOGOTA D.C.";"BOGOTA. D.C.";"06";18;"OLAYA";21;3605
"1502";"BOGOTA D.C.";"BOGOTA. D.C.";"06";19;"LUCERO MEDIO";25;2953
"1503";"BOGOTA D.C.";"BOGOTA. D.C.";"07";1;"BARRANCAS";38;6949
"1504";"BOGOTA D.C.";"BOGOTA. D.C.";"07";2;"UNIVERSIDAD PEDAGOGICA NACIONA";21;4193
"1505";"BOGOTA D.C.";"BOGOTA. D.C.";"07";3;"CENTRO ORIENTE";12;1742
"1506";"BOGOTA D.C.";"BOGOTA. D.C.";"07";4;"SOSIEGO";18;2717
"1507";"BOGOTA D.C.";"BOGOTA. D.C.";"07";5;"USMINIA";24;3596
"1508";"BOGOTA D.C.";"BOGOTA. D.C.";"07";6;"EL CARMEN SUR ""A""";35;5629
"1509";"BOGOTA D.C.";"BOGOTA. D.C.";"07";7;"PIAMONTE";58;9235
"1510";"BOGOTA D.C.";"BOGOTA. D.C.";"07";8;"GRAN COLOMBIANO";34;5901
"1511";"BOGOTA D.C.";"BOGOTA. D.C.";"07";9;"VERACRUZ";35;7030
"1512";"BOGOTA D.C.";"BOGOTA. D.C.";"07";10;"VILLA LUZ";46;9239
"1513";"BOGOTA D.C.";"BOGOTA. D.C.";"07";11;"CASABLANCA SUBA";18;2788
"1514";"BOGOTA D.C.";"BOGOTA. D.C.";"07";12;"SIMON BOLIVAR";38;6841
"1515";"BOGOTA D.C.";"BOGOTA. D.C.";"07";13;"LA ESMERALDA";17;3743
"1516";"BOGOTA D.C.";"BOGOTA. D.C.";"07";14;"VERAGUAS";21;3498
"1517";"BOGOTA D.C.";"BOGOTA. D.C.";"07";15;"RESTREPO B";50;7917
"1518";"BOGOTA D.C.";"BOGOTA. D.C.";"07";16;"CUNDINAMARCA";8;1356
"1519";"BOGOTA D.C.";"BOGOTA. D.C.";"07";18;"SAN JOSE";25;4595
"1520";"BOGOTA D.C.";"BOGOTA. D.C.";"07";19;"VISTAHERMOSA";43;6796
"1521";"BOGOTA D.C.";"BOGOTA. D.C.";"08";1;"LAS MARGARITAS";80;17826
"1522";"BOGOTA D.C.";"BOGOTA. D.C.";"08";2;"GRANADA COLEGIO SIMON RODRIGUE";15;2378
"1523";"BOGOTA D.C.";"BOGOTA. D.C.";"08";3;"SAN BERNARDO";15;2139
"1524";"BOGOTA D.C.";"BOGOTA. D.C.";"08";4;"IGLESIA 20 DE JULIO  SEDE A";55;8006
"1525";"BOGOTA D.C.";"BOGOTA. D.C.";"08";5;"MARICHUELA";39;7174
"1526";"BOGOTA D.C.";"BOGOTA. D.C.";"08";6;"SAN VICENTE FERRER";36;6538
"1527";"BOGOTA D.C.";"BOGOTA. D.C.";"08";7;"LA ESTACION";52;7145
"1528";"BOGOTA D.C.";"BOGOTA. D.C.";"08";8;"LOS PERIODISTAS";24;3660
"1529";"BOGOTA D.C.";"BOGOTA. D.C.";"08";9;"MODELIA SUR";41;8802
"1530";"BOGOTA D.C.";"BOGOTA. D.C.";"08";10;"LOS ALAMOS";29;5886
"1531";"BOGOTA D.C.";"BOGOTA. D.C.";"08";11;"VILLA DEL PRADO-UNI. AGRARIA";60;13239
"1532";"BOGOTA D.C.";"BOGOTA. D.C.";"08";12;"JOSE JOAQUIN VARGAS";31;6245
"1533";"BOGOTA D.C.";"BOGOTA. D.C.";"08";13;"CAFAM CALLE 51";22;4453
"1534";"BOGOTA D.C.";"BOGOTA. D.C.";"08";14;"SANTA ISABEL";31;5354
"1535";"BOGOTA D.C.";"BOGOTA. D.C.";"08";15;"LA FRAGUITA";12;2000
"1536";"BOGOTA D.C.";"BOGOTA. D.C.";"08";16;"LA FRANCIA";15;3031
"1537";"BOGOTA D.C.";"BOGOTA. D.C.";"08";18;"ALEJANDRO OBREGON GUSTAVO REST";25;4586
"1538";"BOGOTA D.C.";"BOGOTA. D.C.";"08";19;"LA ACACIA";35;6377
"1539";"BOGOTA D.C.";"BOGOTA. D.C.";"09";1;"CEDRITOS II SECTOR";63;13235
"1540";"BOGOTA D.C.";"BOGOTA. D.C.";"09";2;"SENA CALLE 65";31;4944
"1541";"BOGOTA D.C.";"BOGOTA. D.C.";"09";3;"LAS CRUCES";34;4775
"1542";"BOGOTA D.C.";"BOGOTA. D.C.";"09";4;"MONTEBELLO";36;5976
"1543";"BOGOTA D.C.";"BOGOTA. D.C.";"09";5;"LA AURORA";51;9306
"1544";"BOGOTA D.C.";"BOGOTA. D.C.";"09";6;"VENECIA A";48;8865
"1545";"BOGOTA D.C.";"BOGOTA. D.C.";"09";7;"LAURELES";42;6264
"1546";"BOGOTA D.C.";"BOGOTA. D.C.";"09";8;"AVENIDA BOYACA SUR";25;4911
"1547";"BOGOTA D.C.";"BOGOTA. D.C.";"09";9;"SANTA CECILIA - MODELIA";25;5109
"1548";"BOGOTA D.C.";"BOGOTA. D.C.";"09";10;"VILLA AMALIA";34;6968
"1549";"BOGOTA D.C.";"BOGOTA. D.C.";"09";11;"PRADO PINZON";29;5855
"1550";"BOGOTA D.C.";"BOGOTA. D.C.";"09";12;"SAN FERNANDO";32;5322
"1551";"BOGOTA D.C.";"BOGOTA. D.C.";"09";13;"PALERMO";43;7636
"1552";"BOGOTA D.C.";"BOGOTA. D.C.";"09";14;"EL VERGEL";15;2726
"1553";"BOGOTA D.C.";"BOGOTA. D.C.";"09";15;"LA FRAGUA";16;3168
"1554";"BOGOTA D.C.";"BOGOTA. D.C.";"09";16;"PUENTE ARANDA";15;2037
"1555";"BOGOTA D.C.";"BOGOTA. D.C.";"09";18;"QUIROGA";19;2968
"1556";"BOGOTA D.C.";"BOGOTA. D.C.";"09";19;"JERUSALEN (EL TANQUE)";33;4855
"1557";"BOGOTA D.C.";"BOGOTA. D.C.";"10";1;"LA CALLEJA";63;14650
"1558";"BOGOTA D.C.";"BOGOTA. D.C.";"10";2;"UNIVERSIDAD KONRAD LORENZ";34;7379
"1559";"BOGOTA D.C.";"BOGOTA. D.C.";"10";3;"GIRARDOT";11;1552
"1560";"BOGOTA D.C.";"BOGOTA. D.C.";"10";4;"RAMAJAL";17;2612
"1561";"BOGOTA D.C.";"BOGOTA. D.C.";"10";5;"CHUNIZA";31;5329
"1562";"BOGOTA D.C.";"BOGOTA. D.C.";"10";6;"NUEVO MUZU  ""A""";19;3564
"1563";"BOGOTA D.C.";"BOGOTA. D.C.";"10";7;"PALESTINA";31;4736
"1564";"BOGOTA D.C.";"BOGOTA. D.C.";"10";8;"LA CHUCUA";22;4440
"1565";"BOGOTA D.C.";"BOGOTA. D.C.";"10";9;"CENTRO A";20;3683
"1566";"BOGOTA D.C.";"BOGOTA. D.C.";"10";10;"VILLAS DE GRANADA";59;11813
"1567";"BOGOTA D.C.";"BOGOTA. D.C.";"10";11;"PRADO CIUDAD JARDIN";27;4838
"1568";"BOGOTA D.C.";"BOGOTA. D.C.";"10";12;"POPULAR MODELO";35;7989
"1569";"BOGOTA D.C.";"BOGOTA. D.C.";"10";13;"COLEGIO AMERICANO";42;7554
"1570";"BOGOTA D.C.";"BOGOTA. D.C.";"10";14;"EDUARDO SANTOS";22;3703
"1571";"BOGOTA D.C.";"BOGOTA. D.C.";"10";15;"SANTANDER";11;1882
"1572";"BOGOTA D.C.";"BOGOTA. D.C.";"10";16;"SALAZAR GOMEZ";19;2496
"1573";"BOGOTA D.C.";"BOGOTA. D.C.";"10";18;"ALCALDIA QUIROGA";38;6883
"1574";"BOGOTA D.C.";"BOGOTA. D.C.";"10";19;"JUAN PABLO II";28;4088
"1575";"BOGOTA D.C.";"BOGOTA. D.C.";"11";1;"SANTA BARBARA ORIENTAL";44;8098
"1576";"BOGOTA D.C.";"BOGOTA. D.C.";"11";2;"SENA CALLE 52";31;5955
"1577";"BOGOTA D.C.";"BOGOTA. D.C.";"11";3;"EL CONSUELO";19;3195
"1578";"BOGOTA D.C.";"BOGOTA. D.C.";"11";4;"BELLO HORIZONTE";34;5842
"1579";"BOGOTA D.C.";"BOGOTA. D.C.";"11";5;"LA FLORA";15;2180
"1580";"BOGOTA D.C.";"BOGOTA. D.C.";"11";6;"ISLA DEL SOL";25;4335
"1581";"BOGOTA D.C.";"BOGOTA. D.C.";"11";7;"ORLANDO HIGUITA";45;8090
"1582";"BOGOTA D.C.";"BOGOTA. D.C.";"11";8;"CARIMAGUA";30;5939
"1583";"BOGOTA D.C.";"BOGOTA. D.C.";"11";9;"LA LAGUNA";34;6692
"1584";"BOGOTA D.C.";"BOGOTA. D.C.";"11";10;"GARCES NAVAS";44;8437
"1585";"BOGOTA D.C.";"BOGOTA. D.C.";"11";11;"CENTRO COMERCIAL BULEVAR NIZA";74;15248
"1586";"BOGOTA D.C.";"BOGOTA. D.C.";"11";12;"12 DE OCTUBRE";13;1996
