"";"NDepto";"NMpio";"PP";"ZZ";"Npuesto";"num_mesas";"num_votos"
"6536";"CUNDINAMARCA";"SOACHA";"04";2;"COLISEO GENERAL SANTANDER";25;4786
"6537";"CUNDINAMARCA";"SOACHA";"04";3;"CENTRO COMERCIAL MERCURIO";27;5830
"6538";"CUNDINAMARCA";"SOACHA";"04";4;"SALON COMUNAL CAZUCA";12;1920
"6539";"CUNDINAMARCA";"SOACHA";"04";5;"COL. MPAL SAN MATEO SEDE B";21;3874
"6540";"CUNDINAMARCA";"SOACHA";"04";6;"CONCENTRACION MARISCAL SUCRE";12;2368
"6541";"CUNDINAMARCA";"SOACHA";"05";1;"CONC. ESCOLAR SAN NICOLAS";12;2302
"6542";"CUNDINAMARCA";"SOACHA";"05";2;"CONCENTRACION CAMILO TORRES";22;3710
"6543";"CUNDINAMARCA";"SOACHA";"05";3;"COLISEO LEON XIII";14;2431
"6544";"CUNDINAMARCA";"SOACHA";"05";6;"ESCUELA PANAMERICANA";15;2593
"6545";"CUNDINAMARCA";"SOACHA";"06";1;"INST. EDUC. COMPARTIR PRIMARIA";23;4418
"6546";"CUNDINAMARCA";"SOACHA";"06";2;"CONCENTRACION ESCOLAR LA VERED";7;1417
"6547";"CUNDINAMARCA";"SOACHA";"06";3;"IE. LA DESPENSA SEDE CIUDAD VE";10;2378
"6548";"CUNDINAMARCA";"SOACHA";"07";1;"COL. MILITAR ALMIRANTE PADILLA";6;1174
"6549";"CUNDINAMARCA";"SOACHA";"07";2;"POLIDEPORTIVO B. CIUDAD SATELI";14;2892
"6550";"CUNDINAMARCA";"SOACHA";"45";99;"EL CHARQUITO";3;522
"6551";"CUNDINAMARCA";"SOPO";"00";0;"PUESTO CABECERA MUNICIPAL";45;9319
"6552";"CUNDINAMARCA";"SOPO";"25";99;"BRICEÑO";4;833
"6553";"CUNDINAMARCA";"SUBACHOQUE";"00";0;"PUESTO CABECERA MUNICIPAL";29;5395
"6554";"CUNDINAMARCA";"SUBACHOQUE";"05";99;"LA PRADERA";3;506
"6555";"CUNDINAMARCA";"SUBACHOQUE";"15";99;"EL GUAMAL";1;155
"6556";"CUNDINAMARCA";"SUESCA";"00";0;"PUESTO CABECERA MUNICIPAL";27;5209
"6557";"CUNDINAMARCA";"SUESCA";"01";99;"HATO GRANDE";2;295
"6558";"CUNDINAMARCA";"SUESCA";"05";99;"SANTA ROSITA";1;181
"6559";"CUNDINAMARCA";"SUPATA";"00";0;"PUESTO CABECERA MUNICIPAL";12;2071
"6560";"CUNDINAMARCA";"SUSA";"00";0;"PUESTO CABECERA MUNICIPAL";15;2327
"6561";"CUNDINAMARCA";"SUTATAUSA";"00";0;"PUESTO CABECERA MUNICIPAL";10;1577
"6562";"CUNDINAMARCA";"SUTATAUSA";"20";99;"LAS PEÑAS";2;253
"6563";"CUNDINAMARCA";"TABIO";"00";0;"PUESTO CABECERA MUNICIPAL";44;8134
"6564";"CUNDINAMARCA";"TAUSA";"00";0;"PUESTO CABECERA MUNICIPAL";16;2416
"6565";"CUNDINAMARCA";"TAUSA";"10";99;"EL SALITRE";1;157
"6566";"CUNDINAMARCA";"TAUSA";"15";99;"PARAMO ALTO";1;57
"6567";"CUNDINAMARCA";"TENA";"00";0;"PUESTO CABECERA MUNICIPAL";12;1892
"6568";"CUNDINAMARCA";"TENA";"50";99;"LA GRAN VIA";7;1129
"6569";"CUNDINAMARCA";"TENJO";"00";0;"PUESTO CABECERA MUNICIPAL";39;7353
"6570";"CUNDINAMARCA";"TENJO";"10";99;"LA PUNTA";4;592
"6571";"CUNDINAMARCA";"TIBACUY";"00";0;"PUESTO CABECERA MUNICIPAL";6;879
"6572";"CUNDINAMARCA";"TIBACUY";"01";99;"CUMACA";4;689
"6573";"CUNDINAMARCA";"TIBACUY";"50";99;"BATEAS";2;284
"6574";"CUNDINAMARCA";"TIBIRITA";"00";0;"PUESTO CABECERA MUNICIPAL";9;1275
"6575";"CUNDINAMARCA";"TOCAIMA";"00";0;"PUESTO CABECERA MUNICIPAL";36;5323
"6576";"CUNDINAMARCA";"TOCAIMA";"15";99;"PUBENZA";1;139
"6577";"CUNDINAMARCA";"TOCANCIPA";"01";1;"COLEGIO SAN LUIS GONZAGA";29;6254
"6578";"CUNDINAMARCA";"TOCANCIPA";"01";2;"I. E. DPTAL TECNICO INDUSTRIAL";19;3896
"6579";"CUNDINAMARCA";"TOCANCIPA";"02";1;"INS. EDUCATIVA LA FUENTE";12;2184
"6580";"CUNDINAMARCA";"TOCANCIPA";"02";2;"INSTITUCION EDUCATIVA CANAVITA";15;2686
"6581";"CUNDINAMARCA";"TOPAIPI";"00";0;"PUESTO CABECERA MUNICIPAL";8;1563
"6582";"CUNDINAMARCA";"TOPAIPI";"01";99;"SAN ANTONIO DE AGUILERA";3;517
"6583";"CUNDINAMARCA";"TOPAIPI";"30";99;"EL NARANJAL";2;410
"6584";"CUNDINAMARCA";"UBALA";"00";0;"PUESTO CABECERA MUNICIPAL";16;2093
"6585";"CUNDINAMARCA";"UBALA";"02";99;"LA PLAYA";1;129
"6586";"CUNDINAMARCA";"UBALA";"03";99;"LAGUNA AZUL";2;246
"6587";"CUNDINAMARCA";"UBALA";"05";99;"MAMBITA";3;493
"6588";"CUNDINAMARCA";"UBALA";"07";99;"PEÑAS BLANCAS";1;84
"6589";"CUNDINAMARCA";"UBALA";"09";99;"SAN PEDRO DE JAGUA";3;410
"6590";"CUNDINAMARCA";"UBALA";"13";99;"SANTA ROSA";2;186
"6591";"CUNDINAMARCA";"UBAQUE";"00";0;"PUESTO CABECERA MUNICIPAL";17;2472
"6592";"CUNDINAMARCA";"UBATE";"01";1;"UNIVERSIDAD CUNDINAMARCA";28;5214
"6593";"CUNDINAMARCA";"UBATE";"01";2;"INSTITUTO BOLIVAR";21;3497
"6594";"CUNDINAMARCA";"UBATE";"01";98;"CARCEL";1;31
"6595";"CUNDINAMARCA";"UBATE";"02";1;"SALON COMUNAL DE SAN IGNACIO";12;1599
"6596";"CUNDINAMARCA";"UBATE";"02";2;"COLISEO MUNICIPAL";27;4336
"6597";"CUNDINAMARCA";"UBATE";"03";1;"SALON COMUNAL SAN JOSE";2;264
"6598";"CUNDINAMARCA";"UBATE";"28";99;"GUATANCUY";3;348
"6599";"CUNDINAMARCA";"UNE";"00";0;"PUESTO CABECERA MUNICIPAL";18;3566
"6600";"CUNDINAMARCA";"UNE";"40";99;"EL RAMAL";1;42
"6601";"CUNDINAMARCA";"UTICA";"00";0;"PUESTO CABECERA MUNICIPAL";14;2372
"6602";"CUNDINAMARCA";"VENECIA";"00";0;"PUESTO CABECERA MUNICIPAL";9;1213
"6603";"CUNDINAMARCA";"VENECIA";"04";99;"LAS MERCEDES";1;68
"6604";"CUNDINAMARCA";"VENECIA";"08";99;"APOSENTOS";1;90
"6605";"CUNDINAMARCA";"VERGARA";"00";0;"PUESTO CABECERA MUNICIPAL";14;2066
"6606";"CUNDINAMARCA";"VERGARA";"04";99;"CERINZA";1;172
"6607";"CUNDINAMARCA";"VERGARA";"06";99;"CORCEGA";1;81
"6608";"CUNDINAMARCA";"VERGARA";"08";99;"CHONTEGRANDE";3;299
"6609";"CUNDINAMARCA";"VERGARA";"10";99;"GUACAMAYAS";1;103
"6610";"CUNDINAMARCA";"VERGARA";"11";99;"LLANO GRANDE";2;214
"6611";"CUNDINAMARCA";"VERGARA";"17";99;"VILLA OLARTE (FLANDES)";1;178
"6612";"CUNDINAMARCA";"VIANI";"00";0;"PUESTO CABECERA MUNICIPAL";11;1653
"6613";"CUNDINAMARCA";"VILLAGOMEZ";"00";0;"PUESTO CABECERA MUNICIPAL";6;899
"6614";"CUNDINAMARCA";"VILLAGOMEZ";"15";99;"CERRO AZUL";1;114
"6615";"CUNDINAMARCA";"VILLAPINZON";"00";0;"PUESTO CABECERA MUNICIPAL";37;7079
"6616";"CUNDINAMARCA";"VILLETA";"01";1;"ESCUELA LA VALENCIA";17;3090
"6617";"CUNDINAMARCA";"VILLETA";"01";2;"CONC. POLICARPA SALAVARRIETA";16;2480
"6618";"CUNDINAMARCA";"VILLETA";"01";98;"CARCEL MUNICIPAL";1;8
"6619";"CUNDINAMARCA";"VILLETA";"02";1;"SENA";15;2647
"6620";"CUNDINAMARCA";"VILLETA";"02";2;"ESCUELA CARLOS LLERAS";16;2251
"6621";"CUNDINAMARCA";"VILLETA";"20";99;"BAGAZAL";2;290
"6622";"CUNDINAMARCA";"VILLETA";"30";99;"CHAPAIMA";1;110
"6623";"CUNDINAMARCA";"VILLETA";"40";99;"ILO GRANDE";1;69
"6624";"CUNDINAMARCA";"VIOTA";"00";0;"PUESTO CABECERA MUNICIPAL";24;3647
"6625";"CUNDINAMARCA";"VIOTA";"01";99;"SAN GABRIEL";4;414
"6626";"CUNDINAMARCA";"VIOTA";"05";99;"BRASIL";3;438
"6627";"CUNDINAMARCA";"VIOTA";"08";99;"EL PIÑAL";2;174
"6628";"CUNDINAMARCA";"YACOPI";"00";0;"PUESTO CABECERA MUNICIPAL";17;2621
"6629";"CUNDINAMARCA";"YACOPI";"01";99;"ALSACIA";2;249
"6630";"CUNDINAMARCA";"YACOPI";"02";99;"ALTO DE CAÑAS";1;99
"6631";"CUNDINAMARCA";"YACOPI";"03";99;"APOSENTOS";1;194
"6632";"CUNDINAMARCA";"YACOPI";"04";99;"EL CHAPON (LAS LOMAS)";1;39
"6633";"CUNDINAMARCA";"YACOPI";"05";99;"GUADUALITO";2;347
"6634";"CUNDINAMARCA";"YACOPI";"06";99;"CABO VERDE";1;65
"6635";"CUNDINAMARCA";"YACOPI";"09";99;"GUAYABALES";2;206
"6636";"CUNDINAMARCA";"YACOPI";"13";99;"IBAMA";2;331
"6637";"CUNDINAMARCA";"YACOPI";"21";99;"LLANO MATEO";3;445
"6638";"CUNDINAMARCA";"YACOPI";"23";99;"PATEVACA";3;431
"6639";"CUNDINAMARCA";"YACOPI";"25";99;"PUEBLO NUEVO";1;85
"6640";"CUNDINAMARCA";"YACOPI";"29";99;"TERAN";2;267
"6641";"CUNDINAMARCA";"ZIPACON";"00";0;"PUESTO CABECERA MUNICIPAL";9;1663
"6642";"CUNDINAMARCA";"ZIPACON";"01";99;"EL OCASO";4;580
"6643";"CUNDINAMARCA";"ZIPAQUIRA";"01";1;"I.E. NORMAL DPTAL DE CUND";30;5599
"6644";"CUNDINAMARCA";"ZIPAQUIRA";"01";2;"COLEGIO LICEO INTEGRADO";35;7397
"6645";"CUNDINAMARCA";"ZIPAQUIRA";"01";90;"I.E. DPTAL TECNICO INDUSTRIAL";11;4359
"6646";"CUNDINAMARCA";"ZIPAQUIRA";"01";98;"CARCEL";1;36
"6647";"CUNDINAMARCA";"ZIPAQUIRA";"02";1;"COLEGIO RAFAEL POMBO";19;3677
"6648";"CUNDINAMARCA";"ZIPAQUIRA";"02";2;"INST.EDUC.SANTIAGO PEREZ";33;6872
"6649";"CUNDINAMARCA";"ZIPAQUIRA";"03";1;"ESCUELA QUEVEDO Z";31;6596
"6650";"CUNDINAMARCA";"ZIPAQUIRA";"03";2;"GABRIELA MISTRAL SEDE NUEVA";17;3318
"6651";"CUNDINAMARCA";"ZIPAQUIRA";"04";1;"SEDE EDU SIMON BOLIVAR";34;6894
"6652";"CUNDINAMARCA";"ZIPAQUIRA";"04";2;"CAMI PAUZ";3;779
"6653";"CUNDINAMARCA";"ZIPAQUIRA";"20";99;"CORREGIMIENTO 1 (RIOFRIO)";3;282
"6654";"CUNDINAMARCA";"ZIPAQUIRA";"21";99;"CORREGIMIENTO 2 (BARANDILLAS)";16;2950
"6655";"CUNDINAMARCA";"ZIPAQUIRA";"25";99;"CORREGIMIENTO 3 (SAN JORGE)";2;363
"6656";"GUAINIA";"BARRANCO MINAS";"00";0;"CORREGIMIENTO DEPARTAMENTAL";6;1315
"6657";"GUAINIA";"BARRANCO MINAS";"03";99;"INSP. DE POL. DE ARRECIFAL";1;52
"6658";"GUAINIA";"BARRANCO MINAS";"50";99;"INSP. DE POL. DE SAPUARA";1;30
"6659";"GUAINIA";"CACAHUAL";"00";0;"CORREGIMIENTO DEPARTAMENTAL";1;147
"6660";"GUAINIA";"INIRIDA";"00";0;"PUESTO CABECERA MUNICIPAL";58;12638
"6661";"GUAINIA";"INIRIDA";"01";98;"CARCEL";1;28
"6662";"GUAINIA";"INIRIDA";"08";99;"BARRANCO TIGRE (YURI)";1;75
"6663";"GUAINIA";"INIRIDA";"15";99;"CHORROBOCON";1;143
"6664";"GUAINIA";"LA GUADALUPE";"00";0;"CORREGIMIENTO DEPARTAMENTAL";1;125
"6665";"GUAINIA";"MAPIRIPANA";"00";0;"CORREGIMIENTO DEPARTAMENTAL";2;139
"6666";"GUAINIA";"MAPIRIPANA";"30";99;"INSP. DE LA UNION";1;63
"6667";"GUAINIA";"MORICHAL (MORICHAL NUEVO)";"00";0;"CORREGIMIENTO DEPARTAMENTAL";1;65
"6668";"GUAINIA";"PANA PANA (CAMPO ALEGRE)";"00";0;"CORREGIMIENTO DEPARTAMENTAL";1;188
"6669";"GUAINIA";"PANA PANA (CAMPO ALEGRE)";"08";99;"BOCAS DEL YARI";1;33
"6670";"GUAINIA";"PANA PANA (CAMPO ALEGRE)";"80";99;"VENADO ISANA";1;54
"6671";"GUAINIA";"PUERTO COLOMBIA";"00";0;"CORREGIMIENTO DEPARTAMENTAL";2;328
"6672";"GUAINIA";"PUERTO COLOMBIA";"50";99;"INSP. DE CAÑO COLORADO";2;225
"6673";"GUAINIA";"SAN FELIPE";"00";0;"CORREGIMIENTO DEPARTAMENTAL";3;414
"6674";"GUAVIARE";"CALAMAR";"00";0;"PUESTO CABECERA MUNICIPAL";16;2532
"6675";"GUAVIARE";"EL RETORNO";"00";0;"PUESTO CABECERA MUNICIPAL";17;3420
"6676";"GUAVIARE";"EL RETORNO";"07";99;"CERRITOS";1;147
"6677";"GUAVIARE";"EL RETORNO";"17";99;"LA LIBERTAD";6;1154
"6678";"GUAVIARE";"EL RETORNO";"20";99;"EL UNILLA";4;903
"6679";"GUAVIARE";"EL RETORNO";"25";99;"MORICHAL VIEJO";1;87
"6680";"GUAVIARE";"MIRAFLORES";"00";0;"PUESTO CABECERA MUNICIPAL";8;765
"6681";"GUAVIARE";"MIRAFLORES";"04";99;"BARRANQUILLITA";2;131
"6682";"GUAVIARE";"MIRAFLORES";"08";99;"BUENOS AIRES";2;217
"6683";"GUAVIARE";"MIRAFLORES";"12";99;"LAGOS DEL DORADO";2;230
"6684";"GUAVIARE";"MIRAFLORES";"20";99;"LA VUELTA DEL ALIVIO";1;85
"6685";"GUAVIARE";"SAN JOSE DEL GUAVIARE";"01";1;"I.E.ALFONSO LOPEZ PUMAREJO";24;4094
"6686";"GUAVIARE";"SAN JOSE DEL GUAVIARE";"01";2;"INSTITUCION EDUCATIVA C.D.R.";27;5016
"6687";"GUAVIARE";"SAN JOSE DEL GUAVIARE";"01";98;"CARCEL";1;45
"6688";"GUAVIARE";"SAN JOSE DEL GUAVIARE";"02";1;"I.E.SANTANDER";25;5168
"6689";"GUAVIARE";"SAN JOSE DEL GUAVIARE";"02";2;"I.E. MANUELA BELTRAN";25;5008
"6690";"GUAVIARE";"SAN JOSE DEL GUAVIARE";"05";99;"EL CAPRICHO";8;1698
"6691";"GUAVIARE";"SAN JOSE DEL GUAVIARE";"10";99;"CHARRAS BOQUERON";5;1124
"6692";"HUILA";"ACEVEDO";"00";0;"PUESTO CABECERA MUNICIPAL";39;6629
"6693";"HUILA";"ACEVEDO";"01";99;"SAN ADOLFO";12;2018
"6694";"HUILA";"ACEVEDO";"70";99;"SAN MARCOS";5;780
"6695";"HUILA";"AGRADO";"00";0;"PUESTO CABECERA MUNICIPAL";20;3730
"6696";"HUILA";"AIPE";"00";0;"PUESTO CABECERA MUNICIPAL";37;5435
"6697";"HUILA";"AIPE";"01";99;"PRAGA";2;225
"6698";"HUILA";"AIPE";"07";99;"LA CEJA";2;245
"6699";"HUILA";"AIPE";"09";99;"POTRERITOS";1;104
"6700";"HUILA";"AIPE";"10";99;"SANTA RITA";3;332
"6701";"HUILA";"AIPE";"50";99;"PATA";1;121
"6702";"HUILA";"ALGECIRAS";"00";0;"PUESTO CABECERA MUNICIPAL";37;5335
"6703";"HUILA";"ALGECIRAS";"01";99;"EL PARAISO";3;318
"6704";"HUILA";"ALGECIRAS";"03";99;"EL TORO";2;281
"6705";"HUILA";"ALGECIRAS";"05";99;"LA ARCADIA";3;384
"6706";"HUILA";"ALTAMIRA";"00";0;"PUESTO CABECERA MUNICIPAL";9;1485
"6707";"HUILA";"BARAYA";"00";0;"PUESTO CABECERA MUNICIPAL";14;2070
"6708";"HUILA";"BARAYA";"01";99;"LA TROJA";1;88
"6709";"HUILA";"BARAYA";"02";99;"LA BATALLA";1;80
"6710";"HUILA";"BARAYA";"03";99;"LOS LAURELES";1;53
"6711";"HUILA";"BARAYA";"04";99;"PATIA";1;136
"6712";"HUILA";"BARAYA";"50";99;"MIRAMAR";1;30
"6713";"HUILA";"CAMPOALEGRE";"01";1;"INST. EDU. EUGENIO FERRO FALLA";26;4402
"6714";"HUILA";"CAMPOALEGRE";"01";2;"INST. EDUC. JOSE HILARIO LOPEZ";17;2988
"6715";"HUILA";"CAMPOALEGRE";"02";1;"CTRO. DOCENTE CENTRAL MIXTA";13;2428
"6716";"HUILA";"CAMPOALEGRE";"02";2;"CTRO DOC. ENCARNACION SALAS M";16;2711
"6717";"HUILA";"CAMPOALEGRE";"60";99;"OTAS";1;191
"6718";"HUILA";"COLOMBIA";"00";0;"PUESTO CABECERA MUNICIPAL";12;2184
"6719";"HUILA";"COLOMBIA";"01";99;"MONGUI";1;131
"6720";"HUILA";"COLOMBIA";"02";99;"LOS RIOS";1;86
"6721";"HUILA";"COLOMBIA";"03";99;"POTREROGRANDE";1;186
"6722";"HUILA";"COLOMBIA";"04";99;"SAN MARCOS";1;201
"6723";"HUILA";"COLOMBIA";"05";99;"SANTANA";3;385
"6724";"HUILA";"COLOMBIA";"40";99;"LAS LAJAS";2;215
"6725";"HUILA";"COLOMBIA";"70";99;"SAN ANTONIO ALTO";1;186
"6726";"HUILA";"ELIAS";"00";0;"PUESTO CABECERA MUNICIPAL";8;1311
"6727";"HUILA";"ELIAS";"01";99;"EL VISO";1;187
"6728";"HUILA";"ELIAS";"50";99;"ORITOGUAZ";2;193
"6729";"HUILA";"GARZON";"01";1;"IE JENARIO DIAZ JORDAN";23;4569
"6730";"HUILA";"GARZON";"01";2;"CORP CULT JOSE EUSTACIO RIVER";15;2645
"6731";"HUILA";"GARZON";"01";90;"COLEGIO COOPERATIVO";11;3307
"6732";"HUILA";"GARZON";"01";98;"CARCEL LAS MERCEDES";1;38
"6733";"HUILA";"GARZON";"01";99;"EL RECREO";2;283
"6734";"HUILA";"GARZON";"02";1;"POLIDEPORTIVO PLAZA DE MERCADO";28;4777
"6735";"HUILA";"GARZON";"02";2;"IE SIMON BOLIVAR";16;3023
"6736";"HUILA";"GARZON";"02";99;"EL PARAISO";6;1055
"6737";"HUILA";"GARZON";"03";1;"IE BARRIOS UNIDOS";7;1183
"6738";"HUILA";"GARZON";"03";99;"CAGUANCITO";5;842
"6739";"HUILA";"GARZON";"04";99;"EL MESON";4;607
"6740";"HUILA";"GARZON";"05";99;"LA JAGUA";3;487
"6741";"HUILA";"GARZON";"09";99;"SAN ANTONIO DEL PESCADO";7;1251
"6742";"HUILA";"GARZON";"13";99;"ZULUAGA";12;1703
"6743";"HUILA";"GARZON";"18";99;"PROVIDENCIA";2;325
"6744";"HUILA";"GIGANTE";"00";0;"PUESTO CABECERA MUNICIPAL";34;5387
"6745";"HUILA";"GIGANTE";"01";99;"SILVANIA";10;1649
"6746";"HUILA";"GIGANTE";"03";99;"LA GRAN VIA (CACHAYA)";4;612
"6747";"HUILA";"GIGANTE";"05";99;"POTRERILLOS";4;761
"6748";"HUILA";"GIGANTE";"09";99;"RIOLORO";2;252
"6749";"HUILA";"GIGANTE";"32";99;"VUELTAS ARRIBA";1;146
"6750";"HUILA";"GUADALUPE";"00";0;"PUESTO CABECERA MUNICIPAL";31;5072
"6751";"HUILA";"GUADALUPE";"12";99;"MIRAFLORES";5;863
"6752";"HUILA";"GUADALUPE";"70";99;"RESINA";2;149
"6753";"HUILA";"HOBO";"00";0;"PUESTO CABECERA MUNICIPAL";17;2581
"6754";"HUILA";"IQUIRA";"00";0;"PUESTO CABECERA MUNICIPAL";11;2007
"6755";"HUILA";"IQUIRA";"30";99;"SAN LUIS";2;316
"6756";"HUILA";"IQUIRA";"50";99;"VALENCIA DE LA PAZ";4;647
"6757";"HUILA";"IQUIRA";"70";99;"RIO NEGRO";5;900
"6758";"HUILA";"ISNOS";"00";0;"PUESTO CABECERA MUNICIPAL";49;8553
"6759";"HUILA";"ISNOS";"01";99;"BAJO JUNIN";2;261
"6760";"HUILA";"ISNOS";"05";99;"EL SALTO DE BORDONES";3;517
"6761";"HUILA";"ISNOS";"18";99;"SAN VICENTE";1;207
"6762";"HUILA";"LA ARGENTINA (PLATA VIEJA)";"00";0;"PUESTO CABECERA MUNICIPAL";29;5137
"6763";"HUILA";"LA ARGENTINA (PLATA VIEJA)";"05";99;"EL PENSIL";2;286
"6764";"HUILA";"LA PLATA";"01";1;"I.E. EL JARDIN";12;1965
"6765";"HUILA";"LA PLATA";"01";2;"IE PEDRO MARIA RAMIREZ";17;3374
"6766";"HUILA";"LA PLATA";"01";90;"COL. NACIONAL SAN SEBASTIAN";10;3003
"6767";"HUILA";"LA PLATA";"01";98;"CARCEL";1;28
"6768";"HUILA";"LA PLATA";"01";99;"BELEN";10;1693
"6769";"HUILA";"LA PLATA";"02";1;"IE MISAEL PASTRANA BORRERO";17;3349
"6770";"HUILA";"LA PLATA";"02";2;"IE SAN RAFAEL";12;2049
"6771";"HUILA";"LA PLATA";"03";1;"IE SAN JOSE";15;1952
"6772";"HUILA";"LA PLATA";"03";99;"GALLEGO";5;833
"6773";"HUILA";"LA PLATA";"09";99;"MONSERRATE";4;597
"6774";"HUILA";"LA PLATA";"13";99;"MOSCOPAN (ALFONSO LOPEZ)";2;187
"6775";"HUILA";"LA PLATA";"15";99;"SAN ANDRES";2;230
"6776";"HUILA";"LA PLATA";"16";99;"SAN VICENTE";4;706
"6777";"HUILA";"LA PLATA";"17";99;"VILLA LOSADA";3;432
"6778";"HUILA";"NATAGA";"00";0;"PUESTO CABECERA MUNICIPAL";12;2081
"6779";"HUILA";"NATAGA";"23";99;"PATIO BONITO";2;347
"6780";"HUILA";"NEIVA";"01";1;"COL.PROMOCION SOCIAL";30;6044
"6781";"HUILA";"NEIVA";"01";2;"COL.NACIONAL SANTA LIBRADA";45;7609
"6782";"HUILA";"NEIVA";"01";3;"IE CEINAR";14;2512
"6783";"HUILA";"NEIVA";"01";4;"ESC.GUILLERMO MONTENEGRO";18;3491
"6784";"HUILA";"NEIVA";"01";5;"ESC. CALIXTO LEIVA";13;2587
"6785";"HUILA";"NEIVA";"01";6;"IE GABRIEL GARCIA MARQUEZ";21;4018
"6786";"HUILA";"NEIVA";"01";90;"I.E. DPTAL TIERRA DE PROMISION";25;6784
"6787";"HUILA";"NEIVA";"01";99;"VEGALARGA";6;640
"6788";"HUILA";"NEIVA";"02";1;"INEM";33;6125
"6789";"HUILA";"NEIVA";"02";2;"INST ANGELINO VARGAS";28;5400
"6790";"HUILA";"NEIVA";"02";3;"ESC.LOS MARTIRES";11;1498
"6791";"HUILA";"NEIVA";"02";4;"COL.JOSE EUSTACIO RIVERA";32;6597
"6792";"HUILA";"NEIVA";"02";5;"I.E.RODRIGO LARA BONILLA";17;3194
"6793";"HUILA";"NEIVA";"02";6;"I.E.EDUARDO SANTOS";25;4882
"6794";"HUILA";"NEIVA";"02";99;"RIO LAS CEIBAS";2;200
"6795";"HUILA";"NEIVA";"03";1;"COL. SAN MIGUEL ARCANGEL";20;4407
"6796";"HUILA";"NEIVA";"03";3;"COL.SALESIANO SAN MEDARDO";29;4829
"6797";"HUILA";"NEIVA";"03";4;"ESC. LIMONAR";21;4169
"6798";"HUILA";"NEIVA";"03";5;"ESC.NORMAL SUPERIOR DE NEIVA";13;2867
"6799";"HUILA";"NEIVA";"03";6;"ESC. LAS PALMAS";18;3433
"6800";"HUILA";"NEIVA";"03";99;"CAGUAN";12;2228
"6801";"HUILA";"NEIVA";"04";1;"ESC. LOS PINOS";20;4275
"6802";"HUILA";"NEIVA";"04";3;"ESC. ORIENTE";11;2084
"6803";"HUILA";"NEIVA";"04";4;"COL.OLIVERIO LARA BORRERO";45;8994
"6804";"HUILA";"NEIVA";"04";5;"I.P.C. ANDRES ROSAS";40;7363
"6805";"HUILA";"NEIVA";"04";6;"I.E.ENRIQUE OLAYA HERRERA";14;2207
"6806";"HUILA";"NEIVA";"04";99;"FORTALECILLAS";7;1213
"6807";"HUILA";"NEIVA";"05";1;"CASETA COMUNAL PRADO NORTE";6;1062
"6808";"HUILA";"NEIVA";"05";3;"COL.ANGEL MARIA PAREDES";12;2272
"6809";"HUILA";"NEIVA";"05";4;"I.T.ACADEMICO SCOUT JOSE MARTI";15;2463
"6810";"HUILA";"NEIVA";"05";5;"ESC.POPULAR CLARETIANA";7;1307
"6811";"HUILA";"NEIVA";"05";6;"COL.HUMBERTO TAFUR CHARRY";27;5715
"6812";"HUILA";"NEIVA";"05";99;"GUACIRCO";3;507
"6813";"HUILA";"NEIVA";"06";1;"I.E. LUIS IGNACIO ANDRADE";13;2665
"6814";"HUILA";"NEIVA";"06";3;"COL.RICARDO BORRERO ALVAREZ";22;3762
"6815";"HUILA";"NEIVA";"06";4;"ESC. EL ROSARIO";8;1442
"6816";"HUILA";"NEIVA";"06";5;"IE JUAN DE CABRERA SEDE SUR OR";4;612
"6817";"HUILA";"NEIVA";"06";99;"SAN LUIS";4;391
"6818";"HUILA";"NEIVA";"07";1;"COL.MARIA CRISTINA ARANGO";19;4099
"6819";"HUILA";"NEIVA";"07";3;"FAC.DE MEDICINA USCO.";14;2594
"6820";"HUILA";"NEIVA";"07";99;"CHAPINERO";2;277
"6821";"HUILA";"NEIVA";"08";99;"AIPECITO";2;373
"6822";"HUILA";"OPORAPA";"00";0;"PUESTO CABECERA MUNICIPAL";18;3160
"6823";"HUILA";"OPORAPA";"08";99;"EL CARMEN";3;516
"6824";"HUILA";"OPORAPA";"70";99;"SAN ROQUE";3;530
"6825";"HUILA";"PAICOL";"00";0;"PUESTO CABECERA MUNICIPAL";14;2989
"6826";"HUILA";"PALERMO";"00";0;"PUESTO CABECERA MUNICIPAL";35;5871
"6827";"HUILA";"PALERMO";"01";99;"BETANIA";2;485
"6828";"HUILA";"PALERMO";"02";99;"EL JUNCAL";7;1301
"6829";"HUILA";"PALERMO";"03";99;"NILO";2;362
"6830";"HUILA";"PALERMO";"04";99;"EL CARMEN";2;195
"6831";"HUILA";"PALERMO";"05";99;"OSPINA PEREZ";3;489
"6832";"HUILA";"PALERMO";"07";99;"EL PARAGUAY (LA LINDOSA)";3;376
"6833";"HUILA";"PALERMO";"08";99;"SAN JUAN";2;290
"6834";"HUILA";"PALERMO";"30";99;"PRADERAS DE AMBORCO";6;1080
"6835";"HUILA";"PALESTINA";"00";0;"PUESTO CABECERA MUNICIPAL";25;4481
"6836";"HUILA";"PITAL";"00";0;"PUESTO CABECERA MUNICIPAL";24;4422
"6837";"HUILA";"PITAL";"05";99;"CARMELO";1;155
"6838";"HUILA";"PITAL";"40";99;"EL SOCORRO";3;403
"6839";"HUILA";"PITALITO";"01";1;"I.E.NORMAL SUPERIOR PITALITO";28;4517
"6840";"HUILA";"PITALITO";"01";2;"COL.LA PRESENTACION";22;4549
"6841";"HUILA";"PITALITO";"01";90;"COLISEO CUBIERTO";16;3828
