"";"NDepto";"NMpio";"num_puestos";"num_mesas";"grupo"
"1";"ANTIOQUIA";"AMALFI";1;48;"G1"
"2";"ANTIOQUIA";"ANZA";2;16;"G1"
"3";"ANTIOQUIA";"ARBOLETES";8;66;"G1"
"4";"ANTIOQUIA";"BRICEÑO";1;13;"G1"
"5";"ANTIOQUIA";"CAMPAMENTO";1;17;"G1"
"6";"ANTIOQUIA";"CAÑASGORDAS";3;37;"G1"
"7";"ANTIOQUIA";"CAUCASIA";17;195;"G1"
"8";"ANTIOQUIA";"COCORNA";2;33;"G1"
"9";"ANTIOQUIA";"ENVIGADO";19;649;"G1"
"10";"ANTIOQUIA";"GUARNE";8;95;"G1"
"11";"ANTIOQUIA";"JERICO";1;31;"G1"
"12";"ANTIOQUIA";"MACEO";3;22;"G1"
"13";"ANTIOQUIA";"NECHI";4;51;"G1"
"14";"ANTIOQUIA";"PEÑOL";1;46;"G1"
"15";"ANTIOQUIA";"PUERTO NARE-LA MAGDALENA";3;33;"G1"
"16";"ANTIOQUIA";"SALGAR";1;32;"G1"
"17";"ANTIOQUIA";"SAN JOSE DE LA MONTAÑA";1;10;"G1"
"18";"ANTIOQUIA";"SAN PEDRO";3;56;"G1"
"19";"ANTIOQUIA";"SAN ROQUE";4;43;"G1"
"20";"ANTIOQUIA";"VENECIA";2;28;"G1"
"21";"ANTIOQUIA";"YARUMAL";9;82;"G1"
"22";"ARAUCA";"PUERTO RONDON";1;11;"G1"
"23";"ATLANTICO";"CANDELARIA";3;36;"G1"
"24";"BOLIVAR";"MONTECRISTO";2;15;"G1"
"25";"BOLIVAR";"NOROSI";1;6;"G1"
"26";"BOLIVAR";"SAN PABLO";1;43;"G1"
"27";"BOLIVAR";"SANTA ROSA DEL SUR";3;49;"G1"
"28";"BOLIVAR";"TALAIGUA NUEVO";3;20;"G1"
"29";"BOYACA";"CALDAS";2;10;"G1"
"30";"BOYACA";"CAMPOHERMOSO";2;8;"G1"
"31";"BOYACA";"CHITA";2;17;"G1"
"32";"BOYACA";"EL ESPINO";1;6;"G1"
"33";"BOYACA";"GACHANTIVA";1;9;"G1"
"34";"BOYACA";"LA VICTORIA";1;5;"G1"
"35";"BOYACA";"MUZO";2;22;"G1"
"36";"BOYACA";"PAEZ";1;6;"G1"
"37";"BOYACA";"SAN EDUARDO";1;5;"G1"
"38";"BOYACA";"SANTA MARIA";1;9;"G1"
"39";"BOYACA";"SANTA SOFIA";1;9;"G1"
"40";"BOYACA";"SANTANA";1;20;"G1"
"41";"BOYACA";"SOTAQUIRA";1;15;"G1"
"42";"BOYACA";"SUTAMARCHAN";1;16;"G1"
"43";"BOYACA";"TENZA";1;10;"G1"
"44";"BOYACA";"VENTAQUEMADA";1;31;"G1"
"45";"CALDAS";"MARQUETALIA";1;31;"G1"
"46";"CALDAS";"PACORA";4;34;"G1"
"47";"CALDAS";"PALESTINA";4;45;"G1"
"48";"CALDAS";"SAN JOSE";1;14;"G1"
"49";"CALDAS";"VITERBO";1;36;"G1"
"50";"CAQUETA";"MILAN";2;17;"G1"
"51";"CAQUETA";"MORELIA";1;11;"G1"
"52";"CASANARE";"TAURAMENA";2;44;"G1"
"53";"CASANARE";"VILLANUEVA";1;56;"G1"
"54";"CAUCA";"ARGELIA";7;51;"G1"
"55";"CAUCA";"BALBOA";5;42;"G1"
"56";"CAUCA";"CALOTO";4;41;"G1"
"57";"CAUCA";"CORINTO";5;49;"G1"
"58";"CAUCA";"LOPEZ (MICAY)";3;14;"G1"
"59";"CAUCA";"MIRANDA";4;54;"G1"
"60";"CAUCA";"PADILLA";2;15;"G1"
"61";"CAUCA";"PIAMONTE";2;12;"G1"
"62";"CAUCA";"PIENDAMO";5;60;"G1"
"63";"CAUCA";"TIMBIO";6;65;"G1"
"64";"CAUCA";"TOTORO";3;24;"G1"
"65";"CESAR";"CHIRIGUANA";5;63;"G1"
"66";"CHOCO";"ATRATO (YUTO)";4;20;"G1"
"67";"CHOCO";"UNION PANAMERICANA (LAS ANIMAS";2;12;"G1"
"68";"CONSULADOS";"AUSTRALIA";2;8;"G1"
"69";"CONSULADOS";"BRASIL";1;3;"G1"
"70";"CORDOBA";"AYAPEL";9;87;"G1"
"71";"CORDOBA";"CANALETE";6;40;"G1"
"72";"CORDOBA";"CIENAGA DE ORO";14;116;"G1"
"73";"CORDOBA";"LA APARTADA (FRONTERA)";1;34;"G1"
"74";"CORDOBA";"PLANETA RICA";11;135;"G1"
"75";"CUNDINAMARCA";"BELTRAN";2;6;"G1"
"76";"CUNDINAMARCA";"CAJICA";7;124;"G1"
"77";"CUNDINAMARCA";"CHOACHI";1;31;"G1"
"78";"CUNDINAMARCA";"JERUSALEN";1;8;"G1"
"79";"CUNDINAMARCA";"PAIME";2;11;"G1"
"80";"CUNDINAMARCA";"PANDI";1;12;"G1"
"81";"CUNDINAMARCA";"PARATEBUENO (LA NAGUAYA)";2;17;"G1"
"82";"CUNDINAMARCA";"QUEBRADANEGRA";2;10;"G1"
"83";"CUNDINAMARCA";"QUETAME";2;17;"G1"
"84";"CUNDINAMARCA";"QUIPILE";4;18;"G1"
"85";"CUNDINAMARCA";"SAN CAYETANO";1;6;"G1"
"86";"CUNDINAMARCA";"SESQUILE";1;23;"G1"
"87";"CUNDINAMARCA";"UBATE";5;91;"G1"
"88";"CUNDINAMARCA";"YACOPI";3;23;"G1"
"89";"HUILA";"COLOMBIA";2;15;"G1"
"90";"HUILA";"ELIAS";1;8;"G1"
"91";"HUILA";"LA PLATA";11;109;"G1"
"92";"HUILA";"TELLO";3;30;"G1"
"93";"LA GUAJIRA";"EL MOLINO";1;21;"G1"
"94";"MAGDALENA";"ARIGUANI (EL DIFICIL)";3;63;"G1"
"95";"MAGDALENA";"SABANAS DE SAN ANGEL";4;27;"G1"
"96";"META";"CABUYARO";1;11;"G1"
"97";"META";"CUMARAL";2;43;"G1"
"98";"META";"PUERTO LOPEZ";5;64;"G1"
"99";"META";"SAN JUANITO";1;3;"G1"
"100";"META";"VISTA HERMOSA";3;32;"G1"
"101";"NARIÑO";"ANCUYA";1;11;"G1"
"102";"NARIÑO";"BUESACO";5;44;"G1"
"103";"NARIÑO";"CHACHAGUI";1;20;"G1"
"104";"NARIÑO";"EL TABLON";3;28;"G1"
"105";"NARIÑO";"GUAITARILLA";1;22;"G1"
"106";"NARIÑO";"IPIALES";17;256;"G1"
"107";"NARIÑO";"PASTO";61;787;"G1"
"108";"NARIÑO";"POTOSI";4;23;"G1"
"109";"NARIÑO";"PUERRES";1;18;"G1"
"110";"NARIÑO";"PUPIALES";2;42;"G1"
"111";"NARIÑO";"SAN BERNARDO";1;17;"G1"
"112";"NARIÑO";"SAN PABLO";3;26;"G1"
"113";"NARIÑO";"TAMINANGO";6;40;"G1"
"114";"NARIÑO";"TUQUERRES";10;95;"G1"
"115";"NARIÑO";"YACUANQUER";2;22;"G1"
"116";"NORTE DE SAN";"BOCHALEMA";2;18;"G1"
"117";"NORTE DE SAN";"MUTISCUA";1;7;"G1"
"118";"NORTE DE SAN";"PAMPLONA";7;109;"G1"
"119";"NORTE DE SAN";"SAN CALIXTO";1;9;"G1"
"120";"NORTE DE SAN";"SARDINATA";3;45;"G1"
"121";"PUTUMAYO";"VALLE DEL GUAMUEZ (LA HORMIGA)";3;65;"G1"
"122";"QUINDIO";"SALENTO";1;15;"G1"
"123";"RISARALDA";"QUINCHIA";5;60;"G1"
"124";"RISARALDA";"SANTUARIO";3;34;"G1"
"125";"SANTANDER";"BARICHARA";1;19;"G1"
"126";"SANTANDER";"CHIMA";1;7;"G1"
"127";"SANTANDER";"CIMITARRA";4;68;"G1"
"128";"SANTANDER";"LOS SANTOS";4;24;"G1"
"129";"SANTANDER";"MACARAVITA";1;7;"G1"
"130";"SANTANDER";"OCAMONTE";1;11;"G1"
"131";"SANTANDER";"RIONEGRO";3;48;"G1"
"132";"SANTANDER";"SAN VICENTE DE CHUCURI";3;57;"G1"
"133";"SANTANDER";"SANTA HELENA DEL OPON";2;8;"G1"
"134";"SANTANDER";"SIMACOTA";2;15;"G1"
"135";"SANTANDER";"SUAITA";4;24;"G1"
"136";"SANTANDER";"SUCRE";3;13;"G1"
"137";"SANTANDER";"TONA";3;15;"G1"
"138";"SUCRE";"EL ROBLE";3;18;"G1"
"139";"SUCRE";"SAN ONOFRE";16;112;"G1"
"140";"TOLIMA";"COELLO";5;24;"G1"
"141";"TOLIMA";"GUAMO";6;71;"G1"
"142";"TOLIMA";"MELGAR";5;79;"G1"
"143";"TOLIMA";"SALDAÑA";1;34;"G1"
"144";"TOLIMA";"VILLAHERMOSA";1;15;"G1"
"145";"VALLE";"FLORIDA";11;127;"G1"
"146";"VALLE";"TRUJILLO";5;38;"G1"
"147";"VAUPES";"TARAIRA";1;3;"G1"
"148";"AMAZONAS";"LA CHORRERA";1;3;"G2"
"149";"ANTIOQUIA";"APARTADO";17;253;"G2"
"150";"ANTIOQUIA";"BELLO";35;858;"G2"
"151";"ANTIOQUIA";"CACERES";6;60;"G2"
"152";"ANTIOQUIA";"CAREPA";10;125;"G2"
"153";"ANTIOQUIA";"GIRARDOTA";8;146;"G2"
"154";"ANTIOQUIA";"HISPANIA";1;16;"G2"
"155";"ANTIOQUIA";"SABANETA";9;176;"G2"
"156";"ANTIOQUIA";"SAN ANDRES";1;12;"G2"
"157";"ANTIOQUIA";"SANTA BARBARA";6;65;"G2"
"158";"ANTIOQUIA";"TAMESIS";3;42;"G2"
"159";"ANTIOQUIA";"URAMITA";1;18;"G2"
"160";"ATLANTICO";"SABANALARGA";14;190;"G2"
"161";"BOLIVAR";"ALTOS DEL ROSARIO";2;18;"G2"
"162";"BOLIVAR";"EL PEÑON";2;12;"G2"
"163";"BOLIVAR";"MORALES";3;25;"G2"
"164";"BOLIVAR";"REGIDOR";2;11;"G2"
"165";"BOLIVAR";"SANTA CATALINA";4;34;"G2"
"166";"BOYACA";"FLORESTA";1;8;"G2"
"167";"BOYACA";"PAZ DE RIO";1;12;"G2"
"168";"BOYACA";"SAN PABLO DE BORBUR";4;18;"G2"
"169";"BOYACA";"SIACHOQUE";1;18;"G2"
"170";"BOYACA";"TOGUI";1;12;"G2"
"171";"BOYACA";"TURMEQUE";1;17;"G2"
"172";"CALDAS";"VILLAMARIA";10;103;"G2"
"173";"CAQUETA";"FLORENCIA";24;325;"G2"
"174";"CAQUETA";"LA MONTAÑITA";3;31;"G2"
"175";"CAQUETA";"SOLANO";1;17;"G2"
"176";"CASANARE";"AGUAZUL";6;75;"G2"
"177";"CASANARE";"CHAMEZA";1;5;"G2"
"178";"CASANARE";"NUNCHIA";2;12;"G2"
"179";"CASANARE";"TRINIDAD";1;21;"G2"
"180";"CAUCA";"EL TAMBO";15;73;"G2"
"181";"CESAR";"CURUMANI";6;71;"G2"
"182";"CESAR";"LA JAGUA DE IBIRICO";6;77;"G2"
"183";"CHOCO";"ALTO BAUDO (PIE DE PATO)";2;9;"G2"
"184";"CHOCO";"CARMEN DEL DARIEN";3;16;"G2"
"185";"CHOCO";"JURADO";1;8;"G2"
"186";"CHOCO";"SIPI";1;3;"G2"
"187";"CONSULADOS";"ESPAÑA";12;160;"G2"
"188";"CORDOBA";"CHIMA";6;37;"G2"
"189";"CORDOBA";"COTORRA (BONGO)";6;41;"G2"
"190";"CUNDINAMARCA";"CHOCONTA";1;42;"G2"
"191";"CUNDINAMARCA";"EL COLEGIO";4;60;"G2"
"192";"CUNDINAMARCA";"GUATAVITA";1;15;"G2"
"193";"CUNDINAMARCA";"LA CALERA";1;58;"G2"
"194";"CUNDINAMARCA";"LA VEGA";1;35;"G2"
"195";"CUNDINAMARCA";"NARIÑO";1;8;"G2"
"196";"CUNDINAMARCA";"NIMAIMA";2;10;"G2"
"197";"CUNDINAMARCA";"PASCA";1;22;"G2"
"198";"CUNDINAMARCA";"SASAIMA";2;25;"G2"
"199";"CUNDINAMARCA";"TENJO";2;43;"G2"
"200";"CUNDINAMARCA";"UTICA";1;14;"G2"
"201";"CUNDINAMARCA";"VILLETA";4;64;"G2"
"202";"GUAINIA";"SAN FELIPE";1;3;"G2"
"203";"HUILA";"IQUIRA";3;20;"G2"
"204";"HUILA";"ISNOS";2;52;"G2"
"205";"HUILA";"PALERMO";5;54;"G2"
"206";"HUILA";"PALESTINA";1;25;"G2"
"207";"HUILA";"SUAZA";3;37;"G2"
"208";"HUILA";"VILLAVIEJA";3;18;"G2"
"209";"LA GUAJIRA";"RIOHACHA";28;321;"G2"
"210";"LA GUAJIRA";"URUMITA";1;24;"G2"
"211";"MAGDALENA";"CIENAGA";16;228;"G2"
"212";"MAGDALENA";"EL BANCO";19;130;"G2"
"213";"MAGDALENA";"FUNDACION";9;138;"G2"
"214";"MAGDALENA";"PLATO";9;102;"G2"
"215";"MAGDALENA";"SAN SEBASTIAN DE BUENAVISTA";6;36;"G2"
"216";"MAGDALENA";"SAN ZENON";5;20;"G2"
"217";"META";"EL CALVARIO";1;3;"G2"
"218";"META";"EL DORADO";1;7;"G2"
"219";"META";"GRANADA";14;141;"G2"
"220";"NARIÑO";"CONTADERO";3;14;"G2"
"221";"NARIÑO";"RICAURTE";1;31;"G2"
"222";"NARIÑO";"SAN LORENZO";5;35;"G2"
"223";"NARIÑO";"SAN PEDRO DE CARTAGO";1;11;"G2"
"224";"NORTE DE SAN";"ARBOLEDAS";1;13;"G2"
"225";"NORTE DE SAN";"EL CARMEN";2;19;"G2"
"226";"NORTE DE SAN";"EL TARRA";2;30;"G2"
"227";"NORTE DE SAN";"EL ZULIA";2;55;"G2"
"228";"NORTE DE SAN";"LA ESPERANZA";3;18;"G2"
"229";"NORTE DE SAN";"TEORAMA";4;25;"G2"
"230";"PUTUMAYO";"PUERTO CAICEDO";2;21;"G2"
"231";"PUTUMAYO";"PUERTO GUZMAN";4;26;"G2"
"232";"PUTUMAYO";"SAN FRANCISCO";2;15;"G2"
"233";"SANTANDER";"BOLIVAR";2;17;"G2"
"234";"SANTANDER";"CAPITANEJO";1;14;"G2"
"235";"SANTANDER";"CARCASI";1;5;"G2"
"236";"SANTANDER";"CHARALA";1;27;"G2"
"237";"SANTANDER";"COROMORO";2;12;"G2"
"238";"SANTANDER";"EL PLAYON";2;27;"G2"
"239";"SANTANDER";"ENCINO";1;5;"G2"
"240";"SANTANDER";"GUAPOTA";1;5;"G2"
"241";"SANTANDER";"GUAVATA";1;13;"G2"
"242";"SANTANDER";"LANDAZURI";2;19;"G2"
"243";"SANTANDER";"PIEDECUESTA";21;296;"G2"
"244";"SANTANDER";"PUERTO PARRA";3;16;"G2"
"245";"SANTANDER";"VILLANUEVA";1;19;"G2"
"246";"SUCRE";"BUENAVISTA";1;28;"G2"
"247";"SUCRE";"COROZAL";15;124;"G2"
"248";"SUCRE";"COVEÑAS";3;33;"G2"
"249";"SUCRE";"LA UNION";2;23;"G2"
"250";"SUCRE";"SAN BENITO ABAD";6;40;"G2"
"251";"TOLIMA";"ALPUJARRA";2;10;"G2"
"252";"TOLIMA";"CAJAMARCA";2;47;"G2"
"253";"TOLIMA";"COYAIMA";4;50;"G2"
"254";"TOLIMA";"HERVEO";2;15;"G2"
"255";"TOLIMA";"ICONONZO";1;21;"G2"
"256";"TOLIMA";"MARIQUITA";5;82;"G2"
"257";"TOLIMA";"PRADO";2;22;"G2"
"258";"TOLIMA";"PURIFICACION";4;56;"G2"
"259";"TOLIMA";"SAN ANTONIO";2;28;"G2"
"260";"VALLE";"ALCALA";1;30;"G2"
"261";"VALLE";"ARGELIA";1;13;"G2"
"262";"VALLE";"CALIMA (DARIEN)";1;30;"G2"
"263";"VALLE";"EL AGUILA";2;16;"G2"
"264";"VALLE";"EL CERRITO";9;136;"G2"
"265";"VALLE";"ROLDANILLO";9;76;"G2"
"266";"VALLE";"TULUA";27;430;"G2"
"267";"VALLE";"ULLOA";1;9;"G2"
"268";"VALLE";"YUMBO";23;273;"G2"
"269";"VICHADA";"LA PRIMAVERA";1;16;"G2"
"270";"AMAZONAS";"LETICIA";5;103;"G3"
"271";"ANTIOQUIA";"ANDES";11;90;"G3"
"272";"ANTIOQUIA";"CARAMANTA";1;12;"G3"
"273";"ANTIOQUIA";"DABEIBA";3;49;"G3"
"274";"ANTIOQUIA";"DON MATIAS";3;49;"G3"
"275";"ANTIOQUIA";"LA CEJA";9;122;"G3"
"276";"ANTIOQUIA";"MONTEBELLO";1;17;"G3"
"277";"ANTIOQUIA";"PEQUE";1;13;"G3"
"278";"ANTIOQUIA";"TARAZA";4;74;"G3"
"279";"ANTIOQUIA";"TOLEDO";1;12;"G3"
"280";"ANTIOQUIA";"TURBO";18;234;"G3"
"281";"ARAUCA";"TAME";7;93;"G3"
"282";"ATLANTICO";"JUAN DE ACOSTA";4;53;"G3"
"283";"ATLANTICO";"SOLEDAD";39;785;"G3"
"284";"ATLANTICO";"TUBARA";3;27;"G3"
"285";"BOLIVAR";"ACHI";5;31;"G3"
"286";"BOLIVAR";"CICUCO";3;28;"G3"
"287";"BOLIVAR";"MAGANGUE";29;248;"G3"
"288";"BOYACA";"ARCABUCO";1;14;"G3"
"289";"BOYACA";"CHITARAQUE";1;15;"G3"
"290";"BOYACA";"JENESANO";1;16;"G3"
"291";"BOYACA";"LA CAPILLA";1;8;"G3"
"292";"BOYACA";"LA UVITA";1;6;"G3"
"293";"BOYACA";"PAIPA";5;72;"G3"
"294";"BOYACA";"SACHICA";1;10;"G3"
"295";"BOYACA";"SAN JOSE DE PARE";1;13;"G3"
"296";"BOYACA";"SATIVASUR";1;4;"G3"
"297";"BOYACA";"VILLA DE LEIVA";1;30;"G3"
"298";"CALDAS";"LA MERCED";1;10;"G3"
"299";"CASANARE";"OROCUE";2;21;"G3"
"300";"CASANARE";"TAMARA";1;10;"G3"
"301";"CAUCA";"INZA";6;40;"G3"
"302";"CAUCA";"SANTA ROSA";1;4;"G3"
"303";"CAUCA";"TORIBIO";4;46;"G3"
"304";"CESAR";"EL COPEY";3;65;"G3"
"305";"CHOCO";"CERTEGUI";1;11;"G3"
"306";"CHOCO";"LLORO";3;21;"G3"
"307";"CONSULADOS";"CANADA";5;37;"G3"
"308";"CONSULADOS";"CURAZAO";1;3;"G3"
"309";"CONSULADOS";"ECUADOR";5;40;"G3"
"310";"CORDOBA";"MOÑITOS";10;58;"G3"
"311";"CORDOBA";"SAN ANDRES DE SOTAVENTO";10;86;"G3"
"312";"CORDOBA";"SAN ANTERO";4;57;"G3"
"313";"CORDOBA";"SAN CARLOS";7;59;"G3"
"314";"CORDOBA";"SAN JOSE DE URE";1;15;"G3"
"315";"CUNDINAMARCA";"CHIA";10;227;"G3"
"316";"CUNDINAMARCA";"EL ROSAL";1;43;"G3"
"317";"CUNDINAMARCA";"FUSAGASUGA";20;283;"G3"
"318";"CUNDINAMARCA";"GUTIERREZ";1;8;"G3"
"319";"CUNDINAMARCA";"NILO";3;19;"G3"
"320";"CUNDINAMARCA";"TOPAIPI";2;11;"G3"
"321";"GUAINIA";"INIRIDA";1;58;"G3"
"322";"HUILA";"ACEVEDO";3;56;"G3"
"323";"HUILA";"AIPE";2;40;"G3"
"324";"HUILA";"CAMPOALEGRE";4;72;"G3"
"325";"HUILA";"GUADALUPE";2;36;"G3"
"326";"HUILA";"LA ARGENTINA (PLATA VIEJA)";1;29;"G3"
"327";"HUILA";"SALADOBLANCO";3;27;"G3"
"328";"LA GUAJIRA";"DIBULLA";7;63;"G3"
"329";"MAGDALENA";"ARACATACA";6;78;"G3"
"330";"MAGDALENA";"CHIVOLO";3;37;"G3"
"331";"MAGDALENA";"EL PIÑON";6;35;"G3"
"332";"MAGDALENA";"SANTA ANA";3;42;"G3"
"333";"MAGDALENA";"SANTA MARTA";40;929;"G3"
"334";"META";"PUERTO LLERAS";1;14;"G3"
"335";"META";"PUERTO RICO";1;21;"G3"
"336";"META";"SAN MARTIN DE LOS LLANOS";1;49;"G3"
"337";"NARIÑO";"CUASPUD (CARLOSAMA)";2;21;"G3"
